comportamento_clean,comportamento_canonico,canonical_behavior_id,comportamento_famiglia_originale,comportamento_famiglia,comportamento_famiglia_v2,comportamento_sottofamiglia_v2,meccanismo_rischio_v2,presidio_v2,severity_rank_v2,taxonomy_source,taxonomy_confidence,comportamento_tipo,row_count_kept,raw_variants_count,raw_variants,canonical_cluster_size,canonical_row_count_total,old_family_conflict,old_families_cluster,merge_source,merge_confidence,merge_note,review_flag
Il kit di lavaggio oculare è visibile e raggiungibili,Il kit di lavaggio oculare é visibile e raggiungibili,BEH_IL_KIT_DI_LAVAGGIO_OCULARE_E_VISIBILE_E_RAGGIUNGIBILI_008D33,Emergenza / Elettrico / Vie di fuga,Elettrico / Emergenza / Vie di fuga,Elettrico / Emergenza / Vie di fuga,Presidi di emergenza / primo intervento,Mancata disponibilità presidio emergenza,Accessibilità presidio emergenza,2,rule_v2,high,behavior,8,1,Il kit di lavaggio oculare è visibile e raggiungibili,2,19,no,Emergenza / Elettrico / Vie di fuga,normalized_exact,high,"Accorpamento per normalizzazione di punteggiatura, parentesi, slash, accenti o suffissi reparto.",
Posiziona dei cartoni a terra per assorbire l'acqua,Posiziona dei cartoni a terra per assorbire l'acqua,BEH_POSIZIONA_DEI_CARTONI_A_TERRA_PER_ASSORBIRE_L_ACQUA_D21B94,Ordine / Pulizia / 5S,Stoccaggio / Materiali / Layout,Stoccaggio / Materiali / Layout,Materiali / scaffali / bancali,Caduta materiale / ingombro / urto,Stoccaggio e layout sicuro,3,rule_v2,high,behavior,19,1,Posiziona dei cartoni a terra per assorbire l'acqua,1,19,no,Ordine / Pulizia / 5S,self,self,Nessun alias identificato.,
Schermo ignifugo per saldature smontabile,Schermo ignifugo per saldature smontabile,BEH_SCHERMO_IGNIFUGO_PER_SALDATURE_SMONTABILE_0C81F3,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,old_family_fallback_v2,medium,behavior,19,1,Schermo ignifugo per saldature smontabile,1,19,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Tiene la spazzola per la pulizia dello stampo con presa GRIP (uso palmo delle mani) e non PINCH (uso delle dita),Tiene la spazzola per la pulizia dello stampo con presa GRIP (uso palmo delle mani) e non PINCH (uso delle dita),BEH_TIENE_LA_SPAZZOLA_PER_LA_PULIZIA_DELLO_STAMPO_CON_PRESA_GR_437AA4,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,rule_v2,high,behavior,19,1,Tiene la spazzola per la pulizia dello stampo con presa GRIP (uso palmo delle mani) e non PINCH (uso delle dita),1,19,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,
Usa il carrello con materiale pesante e/o ingombrante,Usa il carrello con materiale pesante e/o ingombrante,BEH_USA_IL_CARRELLO_CON_MATERIALE_PESANTE_E_O_INGOMBRANTE_3E7AD2,Carrelli / Transpallet / Mezzi,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Uso carrelli/transpallet/gabbie,Urto / investimento / perdita controllo mezzo,Uso e manovra sicura mezzi manuali,2,rule_v2,high,behavior,19,1,Usa il carrello con materiale pesante e/o ingombrante,1,19,no,Carrelli / Transpallet / Mezzi,self,self,Nessun alias identificato.,
Applica il lucchetto sul sezionatore di corrente su macchina nuova da collaudare,Applica il lucchetto sul sezionatore di corrente su macchina nuova da collaudare,BEH_APPLICA_IL_LUCCHETTO_SUL_SEZIONATORE_DI_CORRENTE_SU_MACCHI_755137,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,rule_v2,high,behavior,18,1,Applica il lucchetto sul sezionatore di corrente su macchina nuova da collaudare,1,18,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,
L'operatore sta a distanza di sicurezza dall'attrezzista che lavora,L'operatore sta a distanza di sicurezza dall'attrezzista che lavora,BEH_L_OPERATORE_STA_A_DISTANZA_DI_SICUREZZA_DALL_ATTREZZISTA_C_72812A,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenza persone-attività/mezzi,Investimento / urto / accesso non controllato,Separazione aree e distanza di sicurezza,2,rule_v2,high,behavior,18,1,L'operatore sta a distanza di sicurezza dall'attrezzista che lavora,1,18,no,Interferenze / Coordinamento,self,self,Nessun alias identificato.,
Utilizza MAC in manuale con potenziometro a zero,Utilizza MAC in manuale con potenziometro a zero,BEH_UTILIZZA_MAC_IN_MANUALE_CON_POTENZIOMETRO_A_ZERO_43CE0D,Ordine / Pulizia / 5S,Ordine / Pulizia / Housekeeping,Ordine / Pulizia / Housekeeping,Postazione / area ordinata e pulita,Inciampo / interferenza / degrado 5S,Housekeeping e 5S,4,old_family_fallback_v2,medium,behavior,18,1,Utilizza MAC in manuale con potenziometro a zero,1,18,no,Ordine / Pulizia / 5S,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Gli effetti personali sono riposti negli armadietti,Gli effetti personali sono riposti negli armadietti,BEH_GLI_EFFETTI_PERSONALI_SONO_RIPOSTI_NEGLI_ARMADIETTI_7292AF,Ordine / Pulizia / 5S,Stoccaggio / Materiali / Layout,Stoccaggio / Materiali / Layout,Layout / riposizione materiali,Caduta oggetti / ingombro / interferenza,Materiali riposti in spazi dedicati,3,rule_v2,high,behavior,17,1,Gli effetti personali sono riposti negli armadietti,1,17,no,Ordine / Pulizia / 5S,self,self,Nessun alias identificato.,
Usa utensili isolati e integri su apparecchi in tensione,Usa utensili isolati e integri su apparecchi in tensione,BEH_USA_UTENSILI_ISOLATI_E_INTEGRI_SU_APPARECCHI_IN_TENSIONE_6A37C8,Utensili / Taglio / Aria Compressa,Attrezzature / Utensili / Dispositivi di presa,Attrezzature / Utensili / Dispositivi di presa,Utensili manuali / attrezzi,Taglio / puntura / urto,"Uso, stato e riposizione attrezzi",2,rule_v2,high,behavior,17,1,Usa utensili isolati e integri su apparecchi in tensione,1,17,no,Utensili / Taglio / Aria Compressa,self,self,Nessun alias identificato.,
Carica le scatole di sfridi metallici come da foto (mettere foto sulla macchina),Carica le scatole di sfridi metallici come da foto (mettere foto sulla macchina),BEH_CARICA_LE_SCATOLE_DI_SFRIDI_METALLICI_COME_DA_FOTO_593867,Attenzione / Buone Prassi,Stoccaggio / Materiali / Layout,Stoccaggio / Materiali / Layout,Materiali / scaffali / bancali,Caduta materiale / ingombro / urto,Stoccaggio e layout sicuro,3,rule_v2,high,behavior,16,1,Carica le scatole di sfridi metallici come da foto (mettere foto sulla macchina),1,16,no,Attenzione / Buone Prassi,self,self,Nessun alias identificato.,
Durante il trasporto del materiale con il carrello il carico è stabile e non sporge dal perimetro,Durante il trasporto del materiale con il carrello il carico è stabile e non sporge dal perimetro,BEH_DURANTE_IL_TRASPORTO_DEL_MATERIALE_CON_IL_CARRELLO_IL_CARI_830E6D,Stoccaggio / Materiali,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Stabilità / bilanciamento carico,Caduta materiale / perdita controllo carico,Stabilità e assicurazione del carico,2,rule_v2,high,behavior,16,1,Durante il trasporto del materiale con il carrello il carico è stabile e non sporge dal perimetro,1,16,no,Stoccaggio / Materiali,self,self,Nessun alias identificato.,
"Inserisce la lente prima dal lato più spesso, poi dal lato più flessibile/sottile","Inserisce la lente prima dal lato più spesso, poi dal lato più flessibile/sottile",BEH_INSERISCE_LA_LENTE_PRIMA_DAL_LATO_PIU_SPESSO_POI_DAL_LATO__BC4F0E,Movimentazione Manuale / Ergonomia,Ergonomia / Movimentazione manuale,Ergonomia / Movimentazione manuale,Postura / movimentazione manuale,Sovraccarico muscolo-scheletrico,Postura e movimentazione corretta,3,old_family_fallback_v2,medium,behavior,16,1,"Inserisce la lente prima dal lato più spesso, poi dal lato più flessibile/sottile",1,16,no,Movimentazione Manuale / Ergonomia,self,self,Nessun alias identificato.,taxonomy_medium_confidence
"Lavora con i telai riposti sui carrelli porta telai, eccetto quello in uso","Lavora con i telai riposti sui carrelli porta telai, eccetto quello in uso",BEH_LAVORA_CON_I_TELAI_RIPOSTI_SUI_CARRELLI_PORTA_TELAI_ECCETT_767580,Carrelli / Transpallet / Mezzi,Attrezzature / Utensili / Dispositivi di presa,Attrezzature / Utensili / Dispositivi di presa,Ganci / telai / morsetti / golfari,Caduta materiale / schiacciamento,"Stato, fissaggio e uso corretto dispositivi di presa",2,rule_v2,high,behavior,16,1,"Lavora con i telai riposti sui carrelli porta telai, eccetto quello in uso",1,16,no,Carrelli / Transpallet / Mezzi,self,self,Nessun alias identificato.,
Lavora con i telai vuoti riposti sui porta telai,Lavora con i telai vuoti riposti sui porta telai,BEH_LAVORA_CON_I_TELAI_VUOTI_RIPOSTI_SUI_PORTA_TELAI_6EAFE2,Macchine / Sicurezze / Attrezzaggio,Attrezzature / Utensili / Dispositivi di presa,Attrezzature / Utensili / Dispositivi di presa,Ganci / telai / morsetti / golfari,Caduta materiale / schiacciamento,"Stato, fissaggio e uso corretto dispositivi di presa",2,rule_v2,high,behavior,16,1,Lavora con i telai vuoti riposti sui porta telai,1,16,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,
"Movimenta le scatole peso > 10 kg una alla volta, vicino al corpo, busto e schiena dritta","Movimenta le scatole peso > 10 kg una alla volta, vicino al corpo, busto e schiena dritta",BEH_MOVIMENTA_LE_SCATOLE_PESO_10_KG_UNA_ALLA_VOLTA_VICINO_AL_C_86435B,Movimentazione Manuale / Ergonomia,Ergonomia / Movimentazione manuale,Ergonomia / Movimentazione manuale,Sollevamento / trasporto manuale carichi,Sovraccarico muscolo-scheletrico / strappo,Tecnica di sollevamento e ausili,3,rule_v2,high,behavior,16,1,"Movimenta le scatole peso > 10 kg una alla volta, vicino al corpo, busto e schiena dritta",1,16,no,Movimentazione Manuale / Ergonomia,self,self,Nessun alias identificato.,
"È in possesso di specifico permesso (accesso coperture, spazi confinati)e abilitazione (uso PLE, muletto uomo a bordo, lavori elettrici sotto tensione, manipolazione gas tossici) per operare","È in possesso di specifico permesso (accesso coperture, spazi confinati)e abilitazione (uso PLE, muletto uomo a bordo, lavori elettrici sotto tensione, manipolazione gas tossici) per operare",BEH_E_IN_POSSESSO_DI_SPECIFICO_PERMESSO_E_ABILITAZIONE_PER_OPE_828D44,Lavori Speciali / Accessi,Accessi / Scale / Lavori in quota,Accessi / Scale / Lavori in quota,Accessi / lavori speciali,Caduta dall’alto / esposizione critica,Permesso/accesso sicuro e DPI dedicati,1,old_family_fallback_v2,medium,behavior,16,1,"È in possesso di specifico permesso (accesso coperture, spazi confinati)e abilitazione (uso PLE, muletto uomo a bordo, lavori elettrici sotto tensione, manipolazione gas tossici) per operare",1,16,no,Lavori Speciali / Accessi,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Estrae la balla senza colleghi intorno,Estrae la balla senza colleghi intorno,BEH_ESTRAE_LA_BALLA_SENZA_COLLEGHI_INTORNO_4650CC,Spostamenti / Trasporto / Stoccaggio,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Trasporto / percorsi / stoccaggio operativo,Caduta materiale / urto / investimento,Trasporto e percorso sicuro,2,old_family_fallback_v2,medium,behavior,15,1,Estrae la balla senza colleghi intorno,1,15,no,Spostamenti / Trasporto / Stoccaggio,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Lavora con i bidoni delle sostanze chimiche chiusi,Lavora con i bidoni delle sostanze chimiche chiusi,BEH_LAVORA_CON_I_BIDONI_DELLE_SOSTANZE_CHIMICHE_CHIUSI_0FB793,Chimici / Aspirazione / Lavaggi,Chimici / Aspirazione / Sostanze pericolose,Chimici / Aspirazione / Sostanze pericolose,Contenitori / etichettatura / chiusura,Contatto o uso improprio sostanze,"Contenitori chiusi, idonei ed etichettati",1,rule_v2,high,behavior,15,1,Lavora con i bidoni delle sostanze chimiche chiusi,1,15,no,Chimici / Aspirazione / Lavaggi,self,self,Nessun alias identificato.,
"Si sposta con segnali visivi, sonori e luminosi funzionanti","Si sposta con segnali visivi, sonori e luminosi funzionanti",BEH_SI_SPOSTA_CON_SEGNALI_VISIVI_SONORI_E_LUMINOSI_FUNZIONANTI_5C9023,Spostamenti / Trasporto / Stoccaggio,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Trasporto / percorsi / stoccaggio operativo,Caduta materiale / urto / investimento,Trasporto e percorso sicuro,2,old_family_fallback_v2,medium,behavior,15,1,"Si sposta con segnali visivi, sonori e luminosi funzionanti",1,15,no,Spostamenti / Trasporto / Stoccaggio,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Sposta le ceste di plastica o le scatole di polistirolo con l'apposito carrellino,Sposta le ceste di plastica o le scatole di polistirolo con l'apposito carrellino,BEH_SPOSTA_LE_CESTE_DI_PLASTICA_O_LE_SCATOLE_DI_POLISTIROLO_CO_FE223A,Carrelli / Transpallet / Mezzi,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Uso carrelli/transpallet/gabbie,Urto / investimento / perdita controllo mezzo,Uso e manovra sicura mezzi manuali,2,rule_v2,high,behavior,15,1,Sposta le ceste di plastica o le scatole di polistirolo con l'apposito carrellino,1,15,no,Carrelli / Transpallet / Mezzi,self,self,Nessun alias identificato.,
Usa l'elmetto con sottogola,Usa l'elmetto con sottogola,BEH_USA_L_ELMETTO_CON_SOTTOGOLA_F4FFAF,DPI / Abbigliamento,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,Abbigliamento / protezione personale,Esposizione personale non protetta,Uso DPI/abbigliamento idoneo,2,rule_v2,high,behavior,15,1,Usa l'elmetto con sottogola,1,15,no,DPI / Abbigliamento,self,self,Nessun alias identificato.,
Usa la scala per prelevare vernici sopra l'altezza delle spalle,Usa la scala per prelevare vernici sopra l'altezza delle spalle,BEH_USA_LA_SCALA_PER_PRELEVARE_VERNICI_SOPRA_L_ALTEZZA_DELLE_S_F3AAD2,Lavori Speciali / Accessi,Accessi / Scale / Lavori in quota,Accessi / Scale / Lavori in quota,Scale / accessi,Caduta dall’alto / caduta su scale,Uso corretto scala/accesso,1,rule_v2,high,behavior,15,1,Usa la scala per prelevare vernici sopra l'altezza delle spalle,1,15,no,Lavori Speciali / Accessi,self,self,Nessun alias identificato.,
"Applica il lucchetto sul sezionatore di corrente su macchina nuova da collaudare, macchina in manutenzione o in collaudo","Applica il lucchetto sul sezionatore di corrente su macchina nuova da collaudare, macchina in manutenzione o in collaudo",BEH_APPLICA_IL_LUCCHETTO_SUL_SEZIONATORE_DI_CORRENTE_SU_MACCHI_A857C7,Macchine / Sicurezze / Attrezzaggio,Interferenze / Coordinamento,Interferenze / Coordinamento,Manutenzione / area delimitata,Interferenza con lavori manutentivi,"Delimitazione, segnalazione e distanza di sicurezza",2,rule_v2,high,behavior,14,1,"Applica il lucchetto sul sezionatore di corrente su macchina nuova da collaudare, macchina in manutenzione o in collaudo",1,14,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,
Apre e chiude la cassettiera tenendola con due mani per prendere o riordinare l'attrezzatura,Apre e chiude la cassettiera tenendola con due mani per prendere o riordinare l'attrezzatura,BEH_APRE_E_CHIUDE_LA_CASSETTIERA_TENENDOLA_CON_DUE_MANI_PER_PR_8B41C2,Movimentazione Manuale / Ergonomia,Ergonomia / Movimentazione manuale,Ergonomia / Movimentazione manuale,Postura / raggiungibilità / ripetitività,Sovraccarico muscolo-scheletrico,Postura e layout ergonomico,3,rule_v2,high,behavior,14,1,Apre e chiude la cassettiera tenendola con due mani per prendere o riordinare l'attrezzatura,1,14,no,Movimentazione Manuale / Ergonomia,self,self,Nessun alias identificato.,
Lavora presidiato dal collega,Lavora presidiato dal collega,BEH_LAVORA_PRESIDIATO_DAL_COLLEGA_E55EE6,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,old_family_fallback_v2,medium,behavior,14,1,Lavora presidiato dal collega,1,14,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Occhiali protettivi,Occhiali protettivi,BEH_OCCHIALI_PROTETTIVI_47DA2A,DPI occhi / viso,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,DPI occhi / viso,Proiezione / schizzi / danno occhi-viso,Uso corretto DPI occhi-viso,2,rule_v2,high,behavior,14,1,Occhiali protettivi,1,14,no,DPI occhi / viso,self,self,Nessun alias identificato.,
"21/05/2024 Cari Osservatori BBS, l'esercizio che fate settimanalmente nell'osservare i comportamenti dei Vostri colleghi accresce sempre più la Vostra percezione del rischio. Ne è l'esempio, ultimamente, la preoccupazione che più di uno di Voi, ci ha segnalato per la posizione dei timbratori che, per la loro ubicazione attuale, potrebbe portare a scontri ed urti nei momenti di uscita dal reparto. Siamo felici di comunicarVi che stiamo lavorando nella stessa direzione, poiché, i relayout previsti entro la fine dell'anno, prenderanno in considerazione la situazione di pericolo che si è creata con l'attuale dislocazione dei timbratori. In questi mesi di attesa, vi chiediamo di continuare a diffondere un messaggio di sensibilizzazione sui comportamenti da agire negli spostamenti come l'andare adagio e il guardare dove si cammina , soprattutto nei momenti di congestione e interferenza come il suono della campanella. Grazie per la Vostra preziosa collaborazione.","21/05/2024 Cari Osservatori BBS, l'esercizio che fate settimanalmente nell'osservare i comportamenti dei Vostri colleghi accresce sempre più la Vostra percezione del rischio. Ne è l'esempio, ultimamente, la preoccupazione che più di uno di Voi, ci ha segnalato per la posizione dei timbratori che, per la loro ubicazione attuale, potrebbe portare a scontri ed urti nei momenti di uscita dal reparto. Siamo felici di comunicarVi che stiamo lavorando nella stessa direzione, poiché, i relayout previsti entro la fine dell'anno, prenderanno in considerazione la situazione di pericolo che si è creata con l'attuale dislocazione dei timbratori. In questi mesi di attesa, vi chiediamo di continuare a diffondere un messaggio di sensibilizzazione sui comportamenti da agire negli spostamenti come l'andare adagio e il guardare dove si cammina , soprattutto nei momenti di congestione e interferenza come il suono della campanella. Grazie per la Vostra preziosa collaborazione.",BEH_21_05_2024_CARI_OSSERVATORI_BBS_L_ESERCIZIO_CHE_FATE_SETTI_471559,Comunicazione / Messaggi,Comunicazione / Checklist / Near Miss,Comunicazione / Checklist / Near Miss,Messaggi / prompt / segnalazioni,Non comportamento operativo diretto,Comunicazione / raccolta segnale,5,rule_v2,high,message,13,1,"21/05/2024 Cari Osservatori BBS, l'esercizio che fate settimanalmente nell'osservare i comportamenti dei Vostri colleghi accresce sempre più la Vostra percezione del rischio. Ne è l'esempio, ultimamente, la preoccupazione che più di uno di Voi, ci ha segnalato per la posizione dei timbratori che, per la loro ubicazione attuale, potrebbe portare a scontri ed urti nei momenti di uscita dal reparto. Siamo felici di comunicarVi che stiamo lavorando nella stessa direzione, poiché, i relayout previsti entro la fine dell'anno, prenderanno in considerazione la situazione di pericolo che si è creata con l'attuale dislocazione dei timbratori. In questi mesi di attesa, vi chiediamo di continuare a diffondere un messaggio di sensibilizzazione sui comportamenti da agire negli spostamenti come l'andare adagio e il guardare dove si cammina , soprattutto nei momenti di congestione e interferenza come il suono della campanella. Grazie per la Vostra preziosa collaborazione.",1,13,no,Comunicazione / Messaggi,self,self,Nessun alias identificato.,
